source,mirror,credits,relationship
Telegram: vrogov,slovakia,9,credited-by-mirror
Telegram: vsanduta,moldova,2,credited-by-mirror
Telegram: vsanduta,romania,2,credited-by-mirror
Telegram: vsetkyspravy,czechia,5,credited-by-mirror
Telegram: vsetkyspravy,slovakia,6446,credited-by-mirror
Telegram: vtememd,moldova,7,credited-by-mirror
Telegram: vtememdd,moldova,11,credited-by-mirror
Telegram: vv_volodin,czechia,5,credited-by-mirror
Telegram: vv_volodin,deutsch,41,credited-by-mirror
Telegram: vv_volodin,hungary,6,credited-by-mirror
Telegram: vv_volodin,moldova,2,credited-by-mirror
Telegram: vv_volodin,poland,12,credited-by-mirror
Telegram: vv_volodin,romania,6,credited-by-mirror
Telegram: vv_volodin,slovakia,7,credited-by-mirror
Telegram: vybora,moldova,26,credited-by-mirror
Telegram: vysielacnarodnyhlas,slovakia,10,credited-by-mirror
Telegram: vysokygovorit,czechia,8,credited-by-mirror
Telegram: vysokygovorit,deutsch,154,credited-by-mirror
Telegram: vysokygovorit,hungary,18,credited-by-mirror
Telegram: vysokygovorit,moldova,2,credited-by-mirror
Telegram: vysokygovorit,poland,77,credited-by-mirror
Telegram: vysokygovorit,romania,9,credited-by-mirror
Telegram: vysokygovorit,slovakia,7,credited-by-mirror
Telegram: vyvorot,hungary,2,credited-by-mirror
Telegram: vzglyad_ru,czechia,1,credited-by-mirror
Telegram: vzglyad_ru,deutsch,22,credited-by-mirror
Telegram: vzglyad_ru,hungary,1,credited-by-mirror
Telegram: vzglyad_ru,moldova,37,credited-by-mirror
Telegram: vzglyad_ru,poland,24,credited-by-mirror
Telegram: vzglyad_ru,romania,2,credited-by-mirror
Telegram: vzizmd,moldova,2,credited-by-mirror
Telegram: vzizmd,romania,1,credited-by-mirror
Telegram: wadim_manukyan,hungary,1,credited-by-mirror
Telegram: war24022022,romania,1,credited-by-mirror
Telegram: war_batka,moldova,95,credited-by-mirror
Telegram: war_ukr_russ,moldova,3,credited-by-mirror
Telegram: warfakeees,deutsch,39,credited-by-mirror
Telegram: warfakeees,hungary,5,credited-by-mirror
Telegram: warfakeees,poland,22,credited-by-mirror
Telegram: warfakeees,romania,3,credited-by-mirror
Telegram: warfakes,czechia,52,credited-by-mirror
Telegram: warfakes,deutsch,641,credited-by-mirror
Telegram: warfakes,hungary,77,credited-by-mirror
Telegram: warfakes,moldova,57,credited-by-mirror
Telegram: warfakes,poland,232,credited-by-mirror
Telegram: warfakes,romania,77,credited-by-mirror
Telegram: warfakes,slovakia,61,credited-by-mirror
Telegram: wargonzo,czechia,42,credited-by-mirror
Telegram: wargonzo,deutsch,339,credited-by-mirror
Telegram: wargonzo,hungary,73,credited-by-mirror
Telegram: wargonzo,moldova,76,credited-by-mirror
Telegram: wargonzo,poland,132,credited-by-mirror
Telegram: wargonzo,romania,66,credited-by-mirror
Telegram: wargonzo,slovakia,40,credited-by-mirror
Telegram: wargonzomerch,czechia,1,credited-by-mirror
Telegram: wargonzomerch,hungary,1,credited-by-mirror
Telegram: wargonzomerch,romania,1,credited-by-mirror
Telegram: wargonzomerch,slovakia,1,credited-by-mirror
Telegram: warhistoryalconafter,czechia,148,credited-by-mirror
Telegram: warhistoryalconafter,deutsch,1912,credited-by-mirror
Telegram: warhistoryalconafter,hungary,382,credited-by-mirror
Telegram: warhistoryalconafter,moldova,202,credited-by-mirror
Telegram: warhistoryalconafter,poland,657,credited-by-mirror
Telegram: warhistoryalconafter,romania,179,credited-by-mirror
Telegram: warhistoryalconafter,slovakia,164,credited-by-mirror
Telegram: warriorofnorth,czechia,1,credited-by-mirror
Telegram: warriorofnorth,deutsch,29,credited-by-mirror
Telegram: warriorofnorth,hungary,2,credited-by-mirror
Telegram: warriorofnorth,poland,9,credited-by-mirror
Telegram: warriorofnorth,romania,4,credited-by-mirror
Telegram: warriorofnorth,slovakia,1,credited-by-mirror
Telegram: waspbroadcastcz,czechia,8,credited-by-mirror
Telegram: waspbroadcastcz,slovakia,1,credited-by-mirror
Telegram: webkamert,czechia,1,credited-by-mirror
Telegram: webkamert,poland,3,credited-by-mirror
Telegram: webkamert,romania,1,credited-by-mirror
Telegram: wfg2O24,slovakia,1,credited-by-mirror
Telegram: wiedziecwiecej,poland,1824,credited-by-mirror
Telegram: wiktorviktor,poland,7,credited-by-mirror
Telegram: wirmachenauf_de,deutsch,33,credited-by-mirror
Telegram: wisedruidd,deutsch,28,credited-by-mirror
Telegram: wisedruidd,hungary,8,credited-by-mirror
Telegram: wisedruidd,moldova,39,credited-by-mirror
Telegram: wisedruidd,poland,13,credited-by-mirror
Telegram: wisedruidd,romania,2,credited-by-mirror
Telegram: wisedruidd,slovakia,5,credited-by-mirror
Telegram: wjatscheslawseewald,deutsch,613,credited-by-mirror
Telegram: wojNaWUARus,poland,1288,credited-by-mirror
Telegram: wolna_fantastyka,poland,22,credited-by-mirror
Telegram: world50475,poland,5,credited-by-mirror
Telegram: worldandwe,romania,1,credited-by-mirror
Telegram: worldwar2214,moldova,15,credited-by-mirror
Telegram: wtfmoldova,moldova,2464,credited-by-mirror
Telegram: wyffest,slovakia,1,credited-by-mirror
Telegram: xxlszu,slovakia,2,credited-by-mirror
Telegram: xydessa,romania,1,credited-by-mirror
Telegram: yakemenko,deutsch,16,credited-by-mirror
Telegram: yakemenko,hungary,1,credited-by-mirror
Telegram: yakemenko,moldova,4,credited-by-mirror
Telegram: yakemenko,poland,5,credited-by-mirror
Telegram: yakemenko,slovakia,1,credited-by-mirror
Telegram: yanina_pavlenko,czechia,2,credited-by-mirror
Telegram: yanina_pavlenko,deutsch,11,credited-by-mirror
Telegram: yanina_pavlenko,hungary,1,credited-by-mirror
Telegram: yanina_pavlenko,romania,1,credited-by-mirror
Telegram: yanina_pavlenko,slovakia,1,credited-by-mirror
Telegram: yaremshooter,romania,1,credited-by-mirror
Telegram: yaroslav_belousov,czechia,1,credited-by-mirror
Telegram: ybp_mdru,moldova,11,credited-by-mirror
Telegram: yedkiy,hungary,1,credited-by-mirror
Telegram: youlistenedmayak,czechia,1,credited-by-mirror
Telegram: youlistenedmayak,deutsch,158,credited-by-mirror
Telegram: youlistenedmayak,hungary,56,credited-by-mirror
Telegram: youlistenedmayak,moldova,26,credited-by-mirror
Telegram: youlistenedmayak,poland,47,credited-by-mirror
Telegram: youlistenedmayak,romania,7,credited-by-mirror
Telegram: youlistenedmayak,slovakia,20,credited-by-mirror
Telegram: youthrussia,slovakia,1,credited-by-mirror
Telegram: yugsn,poland,2,credited-by-mirror
Telegram: yurasumy,czechia,63,credited-by-mirror
Telegram: yurasumy,deutsch,1039,credited-by-mirror
Telegram: yurasumy,hungary,94,credited-by-mirror
Telegram: yurasumy,moldova,133,credited-by-mirror
Telegram: yurasumy,poland,178,credited-by-mirror
Telegram: yurasumy,romania,96,credited-by-mirror
Telegram: yurasumy,slovakia,79,credited-by-mirror
Telegram: yurist_yug,czechia,1,credited-by-mirror
Telegram: yurist_yug,deutsch,8,credited-by-mirror
Telegram: yurist_yug,hungary,4,credited-by-mirror
Telegram: yurist_yug,moldova,3,credited-by-mirror
Telegram: yurist_yug,poland,7,credited-by-mirror
Telegram: yurist_yug,romania,2,credited-by-mirror
Telegram: yuzhny_front_ZOV,deutsch,13,credited-by-mirror
Telegram: yuzhny_front_ZOV,hungary,3,credited-by-mirror
Telegram: yuzhny_front_ZOV,poland,6,credited-by-mirror
Telegram: yuzhny_front_ZOV,romania,1,credited-by-mirror
Telegram: zachistka_ua,hungary,1,credited-by-mirror
Telegram: zachistka_ua,poland,4,credited-by-mirror
Telegram: zachistka_ua,slovakia,1,credited-by-mirror
Telegram: zahadyakonspirace,czechia,19,credited-by-mirror
Telegram: zahadyakonspirace,slovakia,16,credited-by-mirror
Telegram: zajac5,poland,13,credited-by-mirror
Telegram: zakazane_informace,czechia,1,credited-by-mirror
Telegram: zakharprilepin,czechia,8,credited-by-mirror
Telegram: zakharprilepin,deutsch,125,credited-by-mirror
Telegram: zakharprilepin,hungary,23,credited-by-mirror
Telegram: zakharprilepin,moldova,44,credited-by-mirror
Telegram: zakharprilepin,poland,66,credited-by-mirror
Telegram: zakharprilepin,romania,17,credited-by-mirror
Telegram: zakharprilepin,slovakia,19,credited-by-mirror
Telegram: zakonybohatstvi,slovakia,3,credited-by-mirror
Telegram: zangalis,poland,6,credited-by-mirror
Telegram: zapiskiamerikanista,hungary,1,credited-by-mirror
Telegram: zapiskitrad,czechia,1,credited-by-mirror
Telegram: zapiskitrad,deutsch,16,credited-by-mirror
Telegram: zapiskitrad,hungary,2,credited-by-mirror
Telegram: zapiskitrad,moldova,4,credited-by-mirror
Telegram: zapiskitrad,poland,5,credited-by-mirror
Telegram: zapiskitrad,romania,4,credited-by-mirror
Telegram: zapravduzp,czechia,4,credited-by-mirror
Telegram: zapravduzp,deutsch,117,credited-by-mirror
Telegram: zapravduzp,hungary,11,credited-by-mirror
Telegram: zapravduzp,moldova,30,credited-by-mirror
Telegram: zapravduzp,poland,61,credited-by-mirror
Telegram: zapravduzp,romania,16,credited-by-mirror
Telegram: zapravduzp,slovakia,4,credited-by-mirror
Telegram: zapretniychannel,moldova,7,credited-by-mirror
Telegram: zarubinreporter,deutsch,9,credited-by-mirror
Telegram: zarubinreporter,hungary,11,credited-by-mirror
Telegram: zarubinreporter,slovakia,1,credited-by-mirror
Telegram: zarussia_1,czechia,1,credited-by-mirror
Telegram: zarussia_1,deutsch,14,credited-by-mirror
Telegram: zarussia_1,hungary,3,credited-by-mirror
Telegram: zaslobodutrebabojovat,czechia,4,credited-by-mirror
Telegram: zaslobodutrebabojovat,poland,7,credited-by-mirror
Telegram: zaslobodutrebabojovat,slovakia,215,credited-by-mirror
Telegram: zdraviarozum,czechia,12,credited-by-mirror
Telegram: zdraviarozum,slovakia,2,credited-by-mirror
Telegram: zdravye_smysly,poland,2,credited-by-mirror
Telegram: zeinalovatv,czechia,4,credited-by-mirror
Telegram: zeinalovatv,deutsch,28,credited-by-mirror
Telegram: zeinalovatv,hungary,3,credited-by-mirror
Telegram: zeinalovatv,moldova,6,credited-by-mirror
Telegram: zeinalovatv,poland,13,credited-by-mirror
Telegram: zeinalovatv,romania,1,credited-by-mirror
Telegram: zeinalovatv,slovakia,2,credited-by-mirror
Telegram: zemavek,czechia,8,credited-by-mirror
Telegram: zemavek,slovakia,34910,credited-by-mirror
Telegram: zenyvsukni,slovakia,1,credited-by-mirror
Telegram: zhivoff,czechia,12,credited-by-mirror
Telegram: zhivoff,deutsch,368,credited-by-mirror
Telegram: zhivoff,hungary,80,credited-by-mirror
Telegram: zhivoff,moldova,52,credited-by-mirror
Telegram: zhivoff,poland,146,credited-by-mirror
Telegram: zhivoff,romania,56,credited-by-mirror
Telegram: zhivoff,slovakia,27,credited-by-mirror
Telegram: zhivoff22,hungary,1,credited-by-mirror
Telegram: zhivoff22,moldova,2,credited-by-mirror
Telegram: zhivoff22,slovakia,1,credited-by-mirror
Telegram: zhogaartem,moldova,3,credited-by-mirror
Telegram: zhogaartem,poland,2,credited-by-mirror
Telegram: zimenkin,deutsch,38,credited-by-mirror
Telegram: zimenkin,hungary,1,credited-by-mirror
Telegram: zimenkin,moldova,7,credited-by-mirror
Telegram: zimenkin,poland,4,credited-by-mirror
Telegram: zimovskyAL,czechia,14,credited-by-mirror
Telegram: zimovskyAL,deutsch,154,credited-by-mirror
Telegram: zimovskyAL,hungary,20,credited-by-mirror
Telegram: zimovskyAL,moldova,11,credited-by-mirror
Telegram: zimovskyAL,poland,64,credited-by-mirror
Telegram: zimovskyAL,romania,18,credited-by-mirror
Telegram: zimovskyAL,slovakia,4,credited-by-mirror
Telegram: zitrek_tvoris_ty,czechia,8,credited-by-mirror
Telegram: zlatasovaofficial,slovakia,1,credited-by-mirror
Telegram: zloy_zhurnalist,czechia,1,credited-by-mirror
Telegram: zloy_zhurnalist,hungary,1,credited-by-mirror
Telegram: zloy_zhurnalist,moldova,58,credited-by-mirror
Telegram: zloy_zhurnalist,romania,2,credited-by-mirror
Telegram: zloy_zhurnalist,slovakia,1,credited-by-mirror
Telegram: zmeyevsky,czechia,9,credited-by-mirror
Telegram: zmeyevsky,slovakia,1,credited-by-mirror
Telegram: zombi_teh,hungary,2,credited-by-mirror
Telegram: zombi_teh,moldova,3,credited-by-mirror
Telegram: zombi_teh,poland,2,credited-by-mirror
Telegram: zombi_teh,romania,3,credited-by-mirror
Telegram: zombi_teh,slovakia,3,credited-by-mirror
Telegram: zoroslav,slovakia,62,credited-by-mirror
Telegram: zovgrad,czechia,4,credited-by-mirror
Telegram: zovgrad,deutsch,58,credited-by-mirror
Telegram: zovgrad,hungary,14,credited-by-mirror
Telegram: zovgrad,moldova,7,credited-by-mirror
Telegram: zovgrad,poland,33,credited-by-mirror
Telegram: zovgrad,romania,11,credited-by-mirror
Telegram: zovgrad,slovakia,14,credited-by-mirror
Telegram: zovpatriotov,moldova,3,credited-by-mirror
Telegram: zruskaslaskou,czechia,15,credited-by-mirror
Telegram: zruskaslaskou,slovakia,5,credited-by-mirror
Telegram: zruskasmatejompindrochom,czechia,1,credited-by-mirror
Telegram: zruskasmatejompindrochom,slovakia,11,credited-by-mirror
Telegram: zvedavec_news,czechia,12,credited-by-mirror
Telegram: zvezda_analytics,czechia,14,credited-by-mirror
Telegram: zvezda_analytics,deutsch,271,credited-by-mirror
Telegram: zvezda_analytics,hungary,107,credited-by-mirror
Telegram: zvezda_analytics,moldova,110,credited-by-mirror
Telegram: zvezda_analytics,poland,89,credited-by-mirror
Telegram: zvezda_analytics,romania,60,credited-by-mirror
Telegram: zvezda_analytics,slovakia,29,credited-by-mirror
Telegram: zvezdalive,czechia,10,credited-by-mirror
Telegram: zvezdalive,deutsch,258,credited-by-mirror
Telegram: zvezdalive,hungary,12,credited-by-mirror
Telegram: zvezdalive,moldova,13,credited-by-mirror
Telegram: zvezdalive,poland,82,credited-by-mirror
Telegram: zvezdalive,romania,9,credited-by-mirror
Telegram: zvezdalive,slovakia,6,credited-by-mirror
Telegram: zvezdanews,czechia,50,credited-by-mirror
Telegram: zvezdanews,deutsch,831,credited-by-mirror
Telegram: zvezdanews,hungary,217,credited-by-mirror
Telegram: zvezdanews,moldova,118,credited-by-mirror
Telegram: zvezdanews,poland,367,credited-by-mirror
Telegram: zvezdanews,romania,83,credited-by-mirror
Telegram: zvezdanews,slovakia,96,credited-by-mirror
Telegram: zweimajor,deutsch,105,credited-by-mirror
Unknown,deutsch,14,credited-by-mirror
Unknown,poland,8,credited-by-mirror
Unknown,romania,1,credited-by-mirror
Unknown,slovakia,5,credited-by-mirror
anna-news.info,czechia,67,credited-by-mirror
anna-news.info,deutsch,1054,credited-by-mirror
anna-news.info,hungary,153,credited-by-mirror
anna-news.info,moldova,103,credited-by-mirror
anna-news.info,poland,547,credited-by-mirror
anna-news.info,romania,82,credited-by-mirror
anna-news.info,slovakia,94,credited-by-mirror
baltnews.com,czechia,47,credited-by-mirror
baltnews.com,deutsch,390,credited-by-mirror
baltnews.com,hungary,120,credited-by-mirror
baltnews.com,moldova,62,credited-by-mirror
baltnews.com,poland,292,credited-by-mirror
baltnews.com,romania,39,credited-by-mirror
baltnews.com,slovakia,56,credited-by-mirror
bildderfrau.de,deutsch,53,credited-by-mirror
council.gov.ru,deutsch,63,credited-by-mirror
council.gov.ru,hungary,4,credited-by-mirror
council.gov.ru,moldova,23,credited-by-mirror
council.gov.ru,poland,18,credited-by-mirror
council.gov.ru,romania,3,credited-by-mirror
council.gov.ru,slovakia,4,credited-by-mirror
crimea.gov.ru,deutsch,14,credited-by-mirror
crimea.gov.ru,poland,3,credited-by-mirror
crimea.kp.ru,czechia,6,credited-by-mirror
crimea.kp.ru,deutsch,81,credited-by-mirror
crimea.kp.ru,hungary,1,credited-by-mirror
crimea.kp.ru,moldova,21,credited-by-mirror
crimea.kp.ru,poland,45,credited-by-mirror
crimea.kp.ru,romania,4,credited-by-mirror
crimea.kp.ru,slovakia,1,credited-by-mirror
crimea.ria.ru,czechia,63,credited-by-mirror
crimea.ria.ru,deutsch,750,credited-by-mirror
crimea.ria.ru,hungary,107,credited-by-mirror
crimea.ria.ru,moldova,154,credited-by-mirror
crimea.ria.ru,poland,404,credited-by-mirror
crimea.ria.ru,romania,66,credited-by-mirror
crimea.ria.ru,slovakia,71,credited-by-mirror
crimea24tv.ru,czechia,5,credited-by-mirror
crimea24tv.ru,deutsch,228,credited-by-mirror
crimea24tv.ru,hungary,5,credited-by-mirror
crimea24tv.ru,moldova,28,credited-by-mirror
crimea24tv.ru,poland,34,credited-by-mirror
crimea24tv.ru,romania,6,credited-by-mirror
crimea24tv.ru,slovakia,3,credited-by-mirror
culture.gov.ru,czechia,1,credited-by-mirror
culture.gov.ru,deutsch,28,credited-by-mirror
culture.gov.ru,moldova,5,credited-by-mirror
culture.gov.ru,poland,20,credited-by-mirror
culture.gov.ru,slovakia,3,credited-by-mirror
dan-news.info,poland,15,credited-by-mirror
de.news-front.su,deutsch,7739,credited-by-mirror
de.rt.com,deutsch,21875,credited-by-mirror
de.topwar.ru,deutsch,11829,credited-by-mirror
denis-pushilin.ru,poland,8,credited-by-mirror
dnrsovet.su,poland,6,credited-by-mirror
donmintrans.ru,poland,39,credited-by-mirror
duma.gov.ru,czechia,4,credited-by-mirror
duma.gov.ru,deutsch,50,credited-by-mirror
duma.gov.ru,hungary,5,credited-by-mirror
duma.gov.ru,moldova,4,credited-by-mirror
duma.gov.ru,poland,11,credited-by-mirror
duma.gov.ru,romania,8,credited-by-mirror
duma.gov.ru,slovakia,12,credited-by-mirror
economy.gov.ru,czechia,1,credited-by-mirror
economy.gov.ru,hungary,1,credited-by-mirror
economy.gov.ru,poland,6,credited-by-mirror
economy.gov.ru,romania,1,credited-by-mirror
economy.gov.ru,slovakia,1,credited-by-mirror
edu.gov.ru,hungary,1,credited-by-mirror
edu.gov.ru,moldova,5,credited-by-mirror
epp.genproc.gov.ru,poland,2,credited-by-mirror
fadm.gov.ru,hungary,1,credited-by-mirror
feo.rk.gov.ru,deutsch,14,credited-by-mirror
focus.de,deutsch,261,credited-by-mirror
fsin.su,deutsch,45,credited-by-mirror
fsin.su,hungary,4,credited-by-mirror
fsin.su,moldova,15,credited-by-mirror
fsin.su,poland,11,credited-by-mirror
fsvps.gov.ru,deutsch,11,credited-by-mirror
fsvps.gov.ru,poland,2,credited-by-mirror
gazetacrimea.ru,czechia,14,credited-by-mirror
gazetacrimea.ru,deutsch,224,credited-by-mirror
gazetacrimea.ru,hungary,28,credited-by-mirror
gazetacrimea.ru,moldova,35,credited-by-mirror
gazetacrimea.ru,poland,74,credited-by-mirror
gazetacrimea.ru,romania,12,credited-by-mirror
gazetacrimea.ru,slovakia,15,credited-by-mirror
geopolitika.ru,czechia,1,credited-by-mirror
